"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","317","370,950","132,509","21,424"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","119","257,920","100,288","16,605"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2020","7","46,693","20,231","2,586"
"New York","722511","Full-service restaurants","S-corporations","All establishments","2020","7,195","2,324,823","750,808","119,070"
"New York","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","1,887","130,573","18,919","3,568"
"New York","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","1,389","181,279","51,983","9,509"
"New York","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","1,783","483,086","145,992","24,996"
"New York","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","1,756","1,006,505","335,160","53,208"
"New York","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","334","406,007","144,988","21,391"
"New York","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","44","110,600","48,333","5,792"
"New York","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","1,594","333,998","129,142","21,640"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","752","41,118","4,441","1,149"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","329","28,060","8,946","2,181"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","258","49,548","15,567","3,544"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","160","72,458","27,394","4,817"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","72","77,821","31,887","5,031"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2020","18","39,793","23,110","2,657"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with 250 to 499 employees","2020","3","9,704","5,223","860"
"New York","722511","Full-service restaurants","Partnerships","All establishments","2020","3,854","1,839,829","722,164","96,364"
"New York","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","963","125,009","8,140","1,392"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","505","65,881","20,975","3,480"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","780","199,584","69,255","10,985"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","1,073","612,326","229,992","34,106"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","402","480,269","209,343","26,491"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2020","121","302,579","154,169","16,779"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 250 to 499 employees","2020","9","47,515","26,320","2,659"
"New York","722511","Full-service restaurants","Non-profit","All establishments","2020","16","2,334","522","81"
"New York","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2020","11","1,130","180","15"
"New York","722511","Full-service restaurants","Non-profit","Establishments with 5 to 9 employees","2020","4","779","175","32"
"New York","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","13","3,490","1,510","254"
"New York","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 10 to 19 employees","2020","7","2,115","797","131"
"North Carolina","722511","Full-service restaurants","All establishments","All establishments","2020","8,027","2,656,318","767,116","174,991"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","1,880","123,642","15,624","2,928"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","1,190","133,365","35,202","8,079"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","1,782","395,748","108,953","25,192"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","2,299","1,041,727","309,122","71,765"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","727","695,576","216,744","47,332"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","146","251,055","76,338","18,862"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2020","3","15,205","5,133","833"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","1,802","745,189","225,160","52,985"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","368","24,459","3,834","627"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","251","27,634","7,316","1,658"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","300","74,156","19,863","4,473"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","546","235,588","73,414","18,092"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","257","248,614","79,021","17,566"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","79","132,754","40,982","10,298"
"North Carolina","722511","Full-service restaurants","S-corporations","All establishments","2020","3,693","1,229,590","338,985","75,940"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","688","54,590","7,099","1,154"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","540","69,208","17,673","3,720"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","1,002","228,780","62,654","14,077"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","1,163","548,030","154,722","35,054"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","256","243,974","71,442","16,161"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","43","75,425","22,407","5,488"
"North Carolina","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","910","126,616","36,910","9,506"
